O*NET-SOC Code,Title,Reported Job Title,Shown in My Next Move
11-9199.03,Investment Fund Managers,Lead Portfolio Manager,N
11-9199.03,Investment Fund Managers,Portfolio Manager,Y
11-9199.03,Investment Fund Managers,Senior Investment Analyst,Y
11-9199.03,Investment Fund Managers,Senior Portfolio Manager,N
11-9199.03,Investment Fund Managers,Vice President and Portfolio Manager,N
11-9199.03,Investment Fund Managers,"Vice President, Fixed Income",N
11-9199.04,Supply Chain Managers,Global Supply Chain Director,Y
11-9199.04,Supply Chain Managers,Supply Chain Director,Y
11-9199.04,Supply Chain Managers,Supply Chain Manager,Y
11-9199.04,Supply Chain Managers,Supply Chain Vice President,Y
11-9199.07,Security Managers,Corporate Physical Security Supervisor,N
11-9199.07,Security Managers,Corporate Security Manager,Y
11-9199.07,Security Managers,Director Security Management,N
11-9199.07,Security Managers,"Director, Corporate Security",N
11-9199.07,Security Managers,"Manager, Security and Safety",Y
11-9199.07,Security Managers,"Manager, Security Infrastructure and Enterprise Services",N
11-9199.07,Security Managers,"Manager, Security Services and Safety System Support",N
11-9199.07,Security Managers,Security Director,Y
11-9199.07,Security Managers,Security Manager,Y
11-9199.08,Loss Prevention Managers,Director-Loss Prevention,N
11-9199.08,Loss Prevention Managers,District Loss Prevention Manager,Y
11-9199.08,Loss Prevention Managers,Logistics Loss Prevention Manager,N
11-9199.08,Loss Prevention Managers,Loss Prevention Manager,Y
11-9199.08,Loss Prevention Managers,Loss Prevention Operations Manager,N
11-9199.08,Loss Prevention Managers,Loss Prevention/Safety District Manager,N
11-9199.08,Loss Prevention Managers,Manager of Loss Prevention Operations,N
11-9199.08,Loss Prevention Managers,Market Asset Protection Manager,N
11-9199.08,Loss Prevention Managers,Regional Loss Prevention Manager,Y
11-9199.08,Loss Prevention Managers,"Senior Manager, Asset Protection",Y
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Brownfield and Economic Development Director,Y
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Brownfield Program Coordinator,N
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Business Development Manager,Y
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Chief of Planning,Y
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Deputy Commissioner,N
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Director,Y
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Director of Development,N
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Environmental Program Manager,N
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,"Manager, Division of Environmental Quality",N
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Senior Environmental Practice Leader,N
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Agent,Y
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Artist Agent,N
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Artist Manager,N
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Artist Representative,N
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Athlete Marketing Agent,N
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Booking Agent,Y
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Talent Agent,Y
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Talent Buyer,N
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Talent Manager,N
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Theatrical Agent,Y
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Buyer,Y
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Grain Buyer,Y
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Grain Merchandiser,Y
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Grain Merchandising Manager,N
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Grain Origination Specialist,N
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Merchandiser,N
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Merchandising Manager,Y
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Procurement Manager,N
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Purchasing Agent,N
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Tobacco Buyer,N
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Buyer,Y
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Category Manager,Y
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Grocery Buyer,N
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Merchandise Manager,N
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Procurement Specialist,Y
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Product Manager,N
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Purchaser,N
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Purchasing Coordinator,N
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Retail Buyer,N
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Trader,Y
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Buyer,Y
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Procurement Specialist,Y
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Purchasing Administrator,N
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Purchasing Agent,Y
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Purchasing Manager,Y
13-1031.01,"Claims Examiners, Property and Casualty Insurance",Claims Adjuster,Y
13-1031.01,"Claims Examiners, Property and Casualty Insurance",Claims Analyst,N
13-1031.01,"Claims Examiners, Property and Casualty Insurance",Claims Examiner,Y
13-1031.01,"Claims Examiners, Property and Casualty Insurance",Claims Manager,N
13-1031.01,"Claims Examiners, Property and Casualty Insurance",Claims Representative,Y
13-1031.01,"Claims Examiners, Property and Casualty Insurance",Claims Specialist,Y
13-1031.01,"Claims Examiners, Property and Casualty Insurance",Claims Supervisor,N
13-1031.01,"Claims Examiners, Property and Casualty Insurance",Corporate Claims Examiner,N
13-1031.01,"Claims Examiners, Property and Casualty Insurance",Customer Care Specialist,N
13-1031.01,"Claims Examiners, Property and Casualty Insurance",Home Office Claim Specialist,N
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",Claim Representative,N
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",Claims Adjuster,Y
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",Claims Analyst,Y
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",Claims Examiner,Y
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",Claims Representative,Y
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",Claims Specialist,N
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",Field Liability Generalist,N
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",General Adjuster,N
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",Independent Insurance Adjuster,N
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",Litigation Claim Representative,N
13-1032.00,"Insurance Appraisers, Auto Damage",Appraiser,Y
13-1032.00,"Insurance Appraisers, Auto Damage",Automobile Appraiser (Auto Appraiser),Y
13-1032.00,"Insurance Appraisers, Auto Damage",Automobile Damage Appraiser (Auto Damage Appraiser),Y
13-1032.00,"Insurance Appraisers, Auto Damage",Damage Appraiser,N
13-1032.00,"Insurance Appraisers, Auto Damage",Field Appraiser,N
13-1032.00,"Insurance Appraisers, Auto Damage",Field Inspector,N
13-1032.00,"Insurance Appraisers, Auto Damage",Insurance Appraiser,N
13-1032.00,"Insurance Appraisers, Auto Damage",Material Damage Appraiser,Y
13-1032.00,"Insurance Appraisers, Auto Damage",Outside Physical Damage Appraiser,N
13-1032.00,"Insurance Appraisers, Auto Damage",Physical Damage Appraiser,N
13-1041.01,Environmental Compliance Inspectors,Compliance Investigator,N
13-1041.01,Environmental Compliance Inspectors,Enforcement Officer,Y
13-1041.01,Environmental Compliance Inspectors,Environmental Compliance Officer,Y
13-1041.01,Environmental Compliance Inspectors,Environmental Protection Specialist,N
13-1041.01,Environmental Compliance Inspectors,Environmental Quality Analyst,N
13-1041.01,Environmental Compliance Inspectors,Environmental Specialist,Y
13-1041.01,Environmental Compliance Inspectors,Oil Program Compliance Specialist,N
13-1041.01,Environmental Compliance Inspectors,Resource Conservation and Recovery Act Enforcement Officer (RCRA Enforcement Officer),Y
13-1041.01,Environmental Compliance Inspectors,Toxics Program Officer,N
13-1041.01,Environmental Compliance Inspectors,Waste Management Specialist,N
13-1041.02,Licensing Examiners and Inspectors,Driver Examiner,Y
13-1041.02,Licensing Examiners and Inspectors,Driver License Agent,N
13-1041.02,Licensing Examiners and Inspectors,Driver License Examiner,Y
13-1041.02,Licensing Examiners and Inspectors,Examiner,Y
13-1041.02,Licensing Examiners and Inspectors,License Examiner,N
13-1041.02,Licensing Examiners and Inspectors,License Registration Examiner,N
13-1041.02,Licensing Examiners and Inspectors,Licensing Analyst,N
13-1041.02,Licensing Examiners and Inspectors,Motor Vehicle Clerk,N
13-1041.02,Licensing Examiners and Inspectors,Public Service Representative (PSR),Y
13-1041.02,Licensing Examiners and Inspectors,Transportation Services Representative (TSR),N
13-1041.03,Equal Opportunity Representatives and Officers,Affirmative Action Officer (Aa Officer),Y
13-1041.03,Equal Opportunity Representatives and Officers,Civil Rights Investigator,Y
13-1041.03,Equal Opportunity Representatives and Officers,Civil Rights Representative,N
13-1041.03,Equal Opportunity Representatives and Officers,Complaint Investigations Officer,N
13-1041.03,Equal Opportunity Representatives and Officers,Equal Employment Opportunity Officer (EEO Officer),Y
13-1041.03,Equal Opportunity Representatives and Officers,Equal Employment Opportunity Representative (EEO Representative),N
13-1041.03,Equal Opportunity Representatives and Officers,Equal Opportunity Commission Investigator (EOC Investigator),N
13-1041.03,Equal Opportunity Representatives and Officers,Equal Opportunity Director,N
13-1041.03,Equal Opportunity Representatives and Officers,Equal Opportunity Specialist,N
13-1041.03,Equal Opportunity Representatives and Officers,Field Representative,Y
13-1041.04,Government Property Inspectors and Investigators,Airport Operations Officer,N
13-1041.04,Government Property Inspectors and Investigators,Asset Manager,Y
13-1041.04,Government Property Inspectors and Investigators,Construction Inspector,N
13-1041.04,Government Property Inspectors and Investigators,Housing Inspector,Y
13-1041.04,Government Property Inspectors and Investigators,Housing Management Representative,N
13-1041.04,Government Property Inspectors and Investigators,Housing Quality Standard Inspector (HQS Inspector),Y
13-1041.04,Government Property Inspectors and Investigators,Inspector,N
13-1041.04,Government Property Inspectors and Investigators,Quality Assurance Specialist,Y
13-1041.04,Government Property Inspectors and Investigators,Quality Control Manager,N
13-1041.04,Government Property Inspectors and Investigators,Sanitation Inspector,N
13-1041.06,Coroners,Chief Deputy Coroner,N
13-1041.06,Coroners,Coroner,Y
13-1041.06,Coroners,Coroner/Medical Examiner,N
13-1041.06,Coroners,County Coroner,Y
13-1041.06,Coroners,Deputy Coroner,Y
13-1041.06,Coroners,District Medical Examiner,N
13-1041.06,Coroners,Elected County Coroner/Chief Medical Examiner,N
13-1041.06,Coroners,Forensic Pathologist,N
13-1041.06,Coroners,Medical Examiner,Y
13-1041.06,Coroners,Medical Legal Investigator (MLI),N
13-1041.07,Regulatory Affairs Specialists,Drug Regulatory Affairs Specialist,Y
13-1041.07,Regulatory Affairs Specialists,Quality Assurance/Regulatory Affairs Specialist (QA/RA Specialist),N
13-1041.07,Regulatory Affairs Specialists,Regulatory Affairs Analyst,N
13-1041.07,Regulatory Affairs Specialists,Regulatory Affairs Associate,Y
13-1041.07,Regulatory Affairs Specialists,Regulatory Affairs Consultant,N
13-1041.07,Regulatory Affairs Specialists,Regulatory Affairs Specialist,Y
13-1041.07,Regulatory Affairs Specialists,Regulatory Affairs Strategy Specialist,N
13-1041.07,Regulatory Affairs Specialists,Regulatory Associate,N
13-1041.07,Regulatory Affairs Specialists,Regulatory Services Consultant,N
